,NVDA,MSFT,AAPL,AMZN,META,AVGO,GOOGL,GOOG,TSLA,JPM,LLY,V,NFLX,XOM,MA,WMT,COST,JNJ,HD,ORCL,PG,ABBV,PLTR,BAC,UNH,CVX,GE,CSCO,KO,WFC,PM,AMD,IBM,CRM,GS,ABT,MCD,LIN,MRK,DIS,T,RTX,PEP,CAT,NOW,UBER,VZ,INTU,TMO,BKNG,C,AXP,MS,QCOM,BLK,SPGI,TXN,ISRG,BA,GEV,SCHW,BSX,ACN,TJX,MU,LOW,AMGN,ADBE,ANET,NEE,GILD,PGR,APH,PFE,COF,HON,ETN,SYK,LRCX,APP,AMAT,PANW,UNP,BX,CMCSA,DHR,ADI,KLAC,ADP,MDT,COP,DE,MO,SNPS,WELL,SPOT,TMUS,INTC,PLD,CRWD,CB,VRTX,SO,ICE,CDNS,PH,BMY,LMT,SBUX,CEG,CME,DUK,KKR,DASH,TT,ORLY,AMT,CVS,MCK,HOOD,RCL,NKE,NEM,SHW,MMM,MSTR,GD,MDLZ,WM,CI,MSI,PNC,MCO,NOC,USB,AON,ITW,EQIX,AJG,CRH,BK,RBLX,EMR,HCA,TDG,HWM,AZO,ELV,SNOW,JCI,WMB,CTAS,ADSK,CL,ECL,NET,ZTS,PYPL,COIN,VST,EOG,HLT,APD,FCX,UPS,TRV,NSC,URI,CSX,MAR,ALNY,TFC,REGN,AEP,SPG,MRVL,MPC,GLW,ROP,GM,APO,DLR,USD,PWR,FAST,COR,AXON,BDX,CMI,PSX,SLB,O,ALL,CMG,IDXX,ABNB,SRE,KMI,AFL,LNG,FLUT,CARR,FTNT,LHX,VLO,PCAR,D,WDAY,CTVA,NU,FDX,DHI,CBRE,CVNA,ROST,VRT,RSG,AMP,PSA,EW,AIG,F,BKR,OKE,MET,TTWO,FERG,MNST,GWW,EXC,KMB,DDOG,PAYX,EA,AME,MSCI,EBAY,CPRT,VEEV,XEL,XYZ,TGT,KR,CCI,RMD,YUM,CPNG,PEG,DAL,MPWR,SYY,NDAQ,ROK,GRMN,VMC,DELL,VRSK,ETR,PRU,HIG,CSGP,MLM,FICO,FIS,CAH,GEHC,A,KVUE,KDP,VICI,ED,CTSH,UAL,OTIS,TRGP,WEC,MCHP,CCL,XYL,IQV,HUM,ARES,WDC,PCG,ACGL,WTW,MTB,NUE,STT,IR,WAB,DD,HPE,LEN,TSCO,EFX,AU,EXR,DXCM,ALAB,OXY,RJF,FITB,NRG,EQT,ADM,VTR,TEAM,BR,SOFI,KEYS,SYF,IRM,DTE,RDDT,AVB,ODFL,ZS,EME,GIS,HSY,WBD,HPQ,AWK,PHM,LPLA,LYV,MTD,AEE,EXPE,IBKR,PPL,INSM,FANG,MDB,ATO,BRO,HBAN,HUBS,TDY,EQR,NTAP,NTRS,VLTO,FIX,DRI,PPG,PODD,PSTG,CNP,IP,STE,PTC,CBOE,VRSN,TYL,RF,MKL,WSM,CHTR,CINF,FE,AFRM,HUBB,DOV,TROW,SW,ES,TTD,NVR,LH,CHD,ULTA,DG,NTRA,LDOS,CFG,KHC,ZM,JBL,CDW,DKNG,SMCI,WRB,TPR,PINS,GPN,RBA,BAM,CPAY,FLEX,FWONK,DVN,CMS,GWRE,BIIB,EIX,EXE,SBAC,ZBH,FSLR,EL,ON,GDDY,DGX,CASY,QSR,GPC,DLTR,NTNX,FCNCA,TRMB,STZ,NI,PKG,AMCR,APTV,TOST,FFIV,INVH,SSNC,HAL,IT,TER,RKLB,WY,WST,CW,STLD,TRU
2024-02-29 06:00:00,79.11,413.64,180.75,176.76,490.13,130.05,138.46,139.78,201.88,186.06,753.68,282.64,60.29,104.52,474.76,58.61,743.89,161.38,380.61,111.68,158.94,176.05,25.08,34.52,493.6,152.01,125.21,48.37,60.02,55.59,89.96,192.53,185.03,308.82,389.05,118.64,292.28,448.82,127.15,111.58,16.93,89.67,165.34,333.96,154.27,79.5,40.02,662.89,570.18,3468.83,55.49,219.42,86.04,157.79,811.34,428.38,167.33,385.6,203.72,,66.78,66.21,374.78,99.14,90.61,240.67,273.83,560.28,69.39,55.19,72.1,189.56,54.62,26.56,137.61,187.24,289.0,349.07,93.82,59.72,201.62,155.28,253.69,127.82,40.16,253.14,191.82,682.3,251.13,83.36,112.54,365.05,40.91,573.73,92.16,256.41,163.3,43.05,133.27,324.15,251.67,420.74,67.25,138.42,304.38,535.45,50.75,428.24,94.9,168.45,214.55,91.83,98.26,124.57,281.97,72.49,198.86,74.37,521.41,16.31,123.35,103.93,31.25,332.03,77.02,102.28,273.25,73.07,205.65,336.14,330.39,147.2,379.42,461.02,41.96,315.99,262.15,888.82,243.93,84.31,56.09,39.9,106.85,311.7,1012.74,66.55,3006.02,501.25,188.28,59.27,35.94,157.15,258.17,86.52,224.84,98.54,198.33,60.34,203.56,54.54,114.46,204.32,234.04,37.81,148.26,220.96,253.38,693.27,37.94,249.87,151.09,34.98,966.09,85.19,148.14,71.66,169.23,32.24,544.73,40.98,111.8,146.81,21.68,241.51,36.51,235.6,307.37,185.18,268.61,142.51,48.33,52.11,159.52,53.78,575.23,157.47,70.6,17.39,80.74,155.2,217.86,55.58,69.11,211.66,141.46,106.49,47.83,294.66,53.52,11.08,248.97,149.44,91.89,75.93,148.96,67.62,183.6,407.36,283.87,84.87,72.89,12.44,29.59,75.12,69.74,146.93,211.45,59.1,973.46,35.84,121.17,131.46,122.62,139.48,180.18,560.97,47.28,53.15,225.51,52.69,79.47,152.92,49.61,109.94,173.72,138.42,18.52,62.4,42.27,720.04,80.97,56.2,285.08,137.35,265.85,94.66,241.9,50.78,108.99,95.84,87.03,577.71,1269.91,69.19,111.98,91.28,137.36,19.0,29.91,29.93,87.21,79.02,45.49,95.3,98.24,78.49,84.14,15.86,127.05,247.16,350.32,132.63,44.95,16.69,82.59,272.61,139.74,192.3,73.73,91.33,141.29,28.94,15.23,158.51,50.86,273.59,18.61,140.97,115.07,,60.61,120.32,34.34,55.32,37.15,53.11,42.29,207.42,203.58,8.98,154.3,41.3,78.64,108.35,,177.03,221.24,241.97,313.52,64.18,187.92,8.79,28.33,118.54,108.38,267.89,96.98,1247.22,71.19,136.82,27.18,26.37,27.72,182.52,447.58,112.91,84.21,13.04,618.81,427.27,60.21,89.12,82.13,86.42,305.73,170.71,141.6,164.0,52.65,27.5,35.36,232.91,183.01,192.0,195.29,437.14,18.63,1492.48,117.76,293.93,114.0,36.61,37.52,380.67,165.38,113.35,45.29,58.7,85.43,7625.57,215.83,100.12,548.56,145.31,86.49,127.86,31.39,35.28,70.73,144.09,246.21,43.32,86.61,55.23,47.53,36.7,129.7,75.91,40.75,279.27,28.15,72.76,44.06,57.37,119.34,216.99,68.02,82.78,209.23,124.36,153.89,148.58,78.92,114.15,124.89,304.49,77.65,149.26,146.68,63.16,1573.81,61.19,248.52,26.06,181.19,45.3,79.49,23.0,187.22,34.07,63.76,35.07,465.56,103.59,4.58,34.38,358.36,236.27,133.82,77.63
2024-03-01 06:00:00,82.28,415.5,179.66,178.22,502.3,139.92,137.14,138.08,202.64,185.29,782.12,283.16,61.93,105.84,476.63,58.76,749.44,162.12,384.45,113.78,158.85,178.91,24.93,34.35,489.53,152.81,126.62,48.4,59.53,55.06,89.83,202.64,188.2,316.88,388.1,118.62,290.73,449.21,126.96,111.95,16.98,89.8,164.59,336.7,154.73,81.03,40.2,666.52,576.33,3499.73,55.6,219.66,86.48,163.09,814.83,429.01,171.05,397.9,200.0,,66.47,67.13,380.99,98.51,95.15,244.69,280.33,570.93,71.94,55.21,72.31,187.83,55.4,26.59,136.77,187.18,293.7,353.22,98.15,62.26,210.25,151.2,252.98,128.09,40.11,255.87,196.16,717.57,249.69,83.6,114.24,367.85,40.86,591.35,92.72,263.75,163.37,43.82,134.6,314.6,250.62,432.76,66.86,138.57,315.24,537.8,50.89,426.46,93.16,169.99,213.41,90.86,98.93,127.43,285.98,72.36,201.76,73.84,525.88,16.58,124.26,101.88,31.94,335.23,76.81,107.94,271.95,72.37,205.79,332.96,335.56,147.81,382.04,454.9,41.42,314.23,260.19,900.53,243.54,83.6,55.49,41.32,108.14,311.98,1018.27,67.0,3035.99,499.11,186.72,60.12,36.4,157.09,264.74,86.49,225.51,99.92,190.82,60.54,205.77,54.5,116.1,204.88,236.0,37.93,148.06,218.82,257.49,700.59,38.23,250.0,152.61,35.26,982.82,84.99,150.44,77.61,173.21,32.45,547.96,40.99,111.01,150.6,23.55,240.89,36.42,237.03,314.25,184.99,270.26,144.2,49.35,52.24,155.15,53.78,576.87,159.72,69.87,17.46,80.43,156.18,216.0,56.46,70.44,209.81,143.28,108.79,44.79,291.92,53.66,11.27,246.6,152.97,92.98,82.96,149.63,70.57,183.64,410.59,283.24,85.22,72.84,12.45,29.96,75.13,69.73,150.34,214.43,58.79,980.9,35.49,122.9,130.22,122.23,140.79,180.68,565.48,48.05,53.58,222.01,49.57,79.25,155.29,49.16,111.06,174.61,137.42,18.95,62.24,42.16,743.75,79.96,56.53,289.05,137.43,267.43,124.59,241.65,50.24,108.01,94.45,88.27,589.95,1295.2,69.21,113.37,92.72,139.06,18.82,29.28,29.58,87.01,78.61,44.84,95.68,99.34,78.39,87.0,16.0,127.94,252.45,352.03,133.12,48.6,16.6,82.17,271.18,136.91,190.7,73.85,91.63,142.08,29.09,15.56,161.48,50.48,270.98,19.5,143.36,121.74,,61.36,120.07,34.37,56.71,37.01,54.24,44.0,209.2,203.74,8.99,157.07,41.05,81.03,108.11,,178.14,222.14,219.23,319.99,63.94,188.05,8.67,29.41,119.68,111.21,266.24,97.15,1267.98,71.32,136.84,27.62,26.14,28.06,185.17,436.84,112.73,83.74,12.95,633.8,425.0,60.74,105.31,82.66,86.76,314.43,171.29,139.52,169.25,55.33,27.44,35.05,232.77,187.76,187.02,195.23,440.9,18.59,1493.76,118.32,293.16,113.54,36.5,38.01,384.77,167.3,113.48,45.02,58.41,83.89,7687.1,218.0,100.28,549.98,149.26,89.41,127.44,31.63,35.13,70.91,147.18,247.32,43.53,90.55,54.63,47.22,36.4,130.09,76.74,41.58,276.6,29.0,73.3,44.39,58.14,116.73,220.95,66.55,82.81,208.29,124.01,158.05,148.83,81.14,113.72,124.68,306.85,77.71,149.21,148.44,64.4,1567.65,62.35,250.0,26.13,180.19,45.45,79.05,23.38,189.97,34.54,64.15,35.64,471.48,105.88,4.54,34.91,358.72,238.13,133.71,78.71
2024-03-04 06:00:00,85.24,414.92,175.1,177.58,498.19,140.23,133.35,134.2,188.14,186.68,792.28,280.53,61.58,104.36,468.49,59.3,759.18,159.84,380.37,114.06,159.56,177.05,24.04,35.15,481.87,148.88,128.5,49.13,59.81,55.81,90.31,205.36,193.06,314.64,392.25,120.04,290.94,455.6,124.05,113.69,16.8,89.91,165.37,338.65,155.22,81.3,40.31,668.41,581.64,3461.4,56.14,218.91,90.04,166.56,834.47,425.44,172.44,400.59,200.54,,67.64,67.43,383.71,97.94,95.77,242.1,279.39,567.94,71.98,54.97,72.25,189.24,55.96,25.89,135.99,187.72,296.58,355.85,97.75,61.87,209.49,149.72,253.47,126.6,39.22,256.19,194.66,717.81,246.2,85.06,111.64,364.42,39.73,594.32,93.4,270.0,163.34,45.61,133.61,313.81,248.26,424.03,68.2,138.07,317.31,535.51,50.92,431.94,92.46,175.99,215.55,92.42,98.62,132.4,288.13,71.87,206.15,73.89,534.18,16.63,125.3,99.54,33.48,337.1,76.45,133.4,274.71,71.51,206.8,336.8,335.77,153.74,382.5,460.08,42.7,316.01,259.07,913.66,242.52,83.53,55.49,39.66,109.51,314.08,1008.41,67.79,3079.94,504.36,177.93,60.36,36.37,157.31,260.7,86.83,225.9,100.88,187.86,59.98,229.15,56.99,115.83,202.41,238.41,38.32,150.61,219.07,259.17,712.31,38.38,247.42,150.04,36.17,971.19,84.95,152.41,79.35,173.75,33.38,547.22,40.93,111.36,153.71,24.52,243.34,37.4,235.8,319.88,185.26,271.31,144.26,49.42,52.71,156.38,54.41,571.28,158.09,70.74,17.57,79.74,153.27,214.64,57.15,71.39,215.96,144.7,107.89,46.7,273.02,53.61,11.14,246.77,152.47,92.16,81.54,149.96,71.69,184.94,412.38,285.08,87.02,73.17,12.74,29.43,76.56,69.91,146.33,215.55,58.5,987.6,36.2,123.49,130.67,122.34,138.81,181.1,558.37,48.91,54.1,226.0,51.06,77.0,150.49,49.37,112.8,180.72,138.55,18.85,63.36,41.57,735.68,79.51,56.97,288.17,139.67,267.85,121.78,239.93,51.01,107.09,94.81,88.59,601.9,1301.25,69.45,112.64,92.73,142.86,18.96,29.1,29.72,89.13,79.08,44.14,95.39,100.99,79.72,86.92,16.07,127.85,251.56,346.83,135.88,48.62,16.84,82.14,272.09,139.95,187.16,74.0,91.54,142.07,29.13,17.15,160.53,50.65,269.17,21.11,147.48,122.3,,60.68,120.87,35.48,57.69,37.54,53.22,44.1,207.6,205.56,8.58,157.5,40.63,78.93,109.8,,185.17,223.12,214.22,323.77,64.37,184.0,8.11,29.06,121.7,111.03,267.7,98.7,1286.54,72.67,135.52,27.76,26.74,28.27,178.89,439.0,114.68,83.95,13.36,628.71,428.45,62.86,103.33,84.55,87.74,320.2,174.05,139.22,167.82,55.72,27.94,35.89,233.27,187.22,189.36,192.18,438.14,19.02,1483.75,118.82,279.06,112.42,37.27,37.67,387.74,167.86,116.55,44.97,58.91,83.45,7651.83,219.1,100.94,546.54,148.44,90.21,129.52,31.93,35.04,69.71,148.62,246.67,44.87,107.43,55.24,47.28,36.4,128.55,76.19,41.52,281.67,29.97,72.89,44.37,58.97,118.78,221.02,67.46,82.42,212.05,125.51,156.7,147.78,79.88,111.26,125.31,313.7,78.06,149.97,146.42,65.43,1561.8,62.55,248.03,26.61,185.43,45.85,78.49,24.39,193.3,35.41,63.41,35.18,469.75,105.83,4.43,35.36,358.79,240.12,130.24,78.98
2024-03-05 06:00:00,85.96,402.65,170.12,174.12,490.22,134.28,132.67,133.78,180.74,188.55,777.59,279.38,59.85,105.64,467.52,60.04,759.95,159.97,378.45,110.94,159.32,179.16,23.81,35.39,473.15,149.59,125.99,48.95,59.52,56.6,90.57,205.13,191.95,298.75,390.91,118.48,292.54,460.96,122.83,112.87,17.17,90.06,162.04,333.53,148.03,79.09,40.35,639.73,584.61,3430.25,56.26,217.2,89.13,161.45,826.94,422.31,170.64,387.32,201.14,,68.1,67.02,376.88,97.39,94.47,240.82,276.65,544.84,70.12,55.4,72.99,189.81,54.82,26.08,137.56,185.94,291.93,352.39,96.31,60.96,207.39,145.56,253.7,124.82,39.42,254.39,189.8,705.87,244.0,84.6,111.22,366.73,39.94,565.26,91.55,267.0,165.9,43.16,132.44,297.56,249.36,415.44,67.98,139.42,307.7,528.0,51.82,431.98,91.22,176.77,214.1,92.69,96.61,130.9,284.06,71.98,205.42,73.71,528.83,15.93,126.1,98.31,33.34,333.28,77.5,105.1,273.6,70.84,206.87,332.73,331.81,155.12,382.5,458.26,43.25,315.2,257.88,895.55,245.35,81.62,55.89,38.87,109.02,315.54,995.0,67.96,3102.86,498.35,167.75,60.35,36.69,156.35,247.29,86.73,223.41,95.97,185.23,58.27,216.77,58.89,116.2,203.81,239.58,37.12,149.66,219.13,257.35,679.37,38.25,247.88,149.68,37.07,965.21,84.05,149.86,78.73,175.17,32.5,537.01,40.65,109.41,150.25,24.04,239.71,37.17,235.31,315.1,183.53,271.35,146.1,49.66,52.25,156.77,54.23,558.32,159.33,70.21,17.72,80.83,153.51,213.99,56.59,69.04,213.83,144.31,109.68,46.1,266.74,53.94,11.1,248.72,151.12,91.88,77.33,149.17,70.02,183.76,412.59,279.51,86.1,73.92,12.58,30.17,77.52,70.47,143.94,201.07,57.89,985.76,36.27,123.62,123.53,120.23,136.28,179.45,550.35,50.09,53.86,221.64,48.65,74.43,168.58,49.48,111.57,177.63,138.7,18.79,64.21,41.8,717.64,79.58,56.93,287.68,140.09,264.98,117.75,237.74,51.02,108.93,95.84,87.35,602.9,1263.65,69.75,112.92,91.81,144.35,19.01,29.09,28.92,88.99,77.78,43.74,94.54,102.52,79.73,85.64,15.89,126.19,250.2,337.92,135.52,47.99,16.43,82.39,271.73,143.86,184.8,73.31,89.97,141.3,28.86,18.1,159.56,49.57,260.69,21.63,142.58,121.78,,60.58,121.49,36.35,60.01,37.99,53.46,42.97,196.33,201.2,7.27,155.77,40.85,78.57,109.99,,183.74,215.04,206.36,324.66,64.47,187.56,8.14,29.13,119.26,110.45,264.35,98.2,1286.9,72.12,134.03,27.4,26.76,27.82,180.06,405.0,114.46,84.1,13.66,605.88,423.21,62.28,102.68,85.16,88.5,314.93,174.41,138.79,163.93,54.92,27.89,35.85,228.38,179.19,190.25,191.37,417.18,19.49,1475.95,120.16,280.85,111.96,37.01,36.02,380.65,167.27,116.26,45.08,58.14,81.45,7595.1,216.15,101.91,549.46,154.85,87.62,129.3,33.6,35.13,66.49,151.1,244.97,42.62,109.08,55.53,47.78,35.69,128.83,75.91,41.58,280.61,30.05,72.05,45.08,59.3,114.3,217.23,67.11,82.92,216.5,124.78,159.06,147.32,76.99,108.96,124.51,291.28,79.13,149.94,149.08,63.43,1601.15,61.79,248.14,26.59,184.48,45.85,79.43,23.78,187.46,34.87,62.32,35.18,460.23,103.76,4.24,34.44,351.95,238.94,128.5,75.88
2024-03-06 06:00:00,88.7,402.09,169.12,173.51,496.09,135.0,131.4,132.56,176.54,189.53,779.77,280.43,59.77,106.77,471.6,60.57,773.24,159.34,377.44,112.27,159.57,181.06,26.16,35.42,472.6,148.33,127.29,49.17,59.55,57.11,91.09,210.63,196.16,303.77,389.57,119.34,292.93,463.61,123.75,110.06,17.18,90.26,163.0,335.63,148.21,78.64,39.93,650.28,591.5,3428.03,57.29,218.45,85.66,167.89,830.4,426.14,171.87,388.16,201.0,,68.1,67.42,380.83,96.4,95.56,241.12,276.59,543.09,71.12,55.53,72.63,196.01,55.26,27.19,135.74,188.9,296.74,355.0,98.19,62.62,212.17,139.43,251.0,123.3,39.5,252.9,191.7,715.46,243.76,85.55,111.99,366.63,41.45,575.97,92.07,268.03,167.42,44.51,133.08,329.57,250.55,411.85,68.58,139.43,312.65,531.23,53.38,433.48,91.65,179.98,213.89,94.07,97.0,132.13,286.34,72.11,206.01,74.34,525.05,16.4,127.0,97.63,33.62,336.49,77.36,124.62,273.7,71.62,207.92,339.82,337.53,150.38,389.03,461.07,43.09,317.09,260.26,906.64,248.62,82.55,55.78,39.87,109.8,323.4,1003.68,68.78,3104.2,504.77,167.0,60.51,36.53,156.45,251.1,87.18,223.54,97.49,183.53,58.12,238.55,60.9,116.49,203.61,243.1,38.14,152.55,220.62,254.39,676.81,38.09,247.1,149.66,37.27,972.1,83.92,152.32,81.37,175.18,32.81,540.21,40.15,108.8,149.81,25.24,241.8,37.16,234.68,314.97,185.22,273.44,146.77,50.03,52.16,157.04,53.8,557.46,163.87,70.64,17.82,82.16,153.7,220.12,57.72,71.32,215.6,144.44,111.07,47.1,266.93,54.03,11.25,248.4,151.88,92.3,77.81,148.12,71.99,183.8,415.47,283.73,88.33,74.85,12.38,30.56,77.59,71.04,143.9,201.5,58.31,982.6,36.67,124.81,124.59,120.73,135.52,180.36,549.53,50.54,54.62,224.56,48.44,75.53,173.54,50.49,112.07,184.28,139.55,18.96,64.89,42.02,731.37,79.17,57.89,291.18,139.95,267.34,118.5,235.57,51.35,109.61,97.47,87.68,607.35,1288.11,69.83,110.62,93.1,146.22,19.58,29.2,28.94,89.85,76.69,44.07,95.19,104.29,81.22,87.81,16.01,126.35,252.97,339.08,135.72,48.9,16.49,83.82,274.87,141.64,184.65,71.84,90.24,141.38,29.39,18.77,161.04,50.13,264.5,21.97,144.03,133.72,,61.09,121.18,36.04,61.46,37.59,54.15,43.44,198.14,203.02,7.4,157.15,41.26,80.44,111.76,,184.24,217.73,202.42,325.73,65.24,192.83,8.41,30.23,120.31,111.44,266.7,99.19,1311.65,73.12,132.5,27.5,26.85,27.99,181.18,409.5,115.2,85.11,13.55,610.59,425.41,62.61,104.8,81.28,88.87,313.51,175.89,140.12,165.7,56.93,28.3,35.71,229.08,182.86,187.62,191.34,419.86,19.32,1506.26,119.86,276.33,117.79,37.46,36.87,387.92,170.92,117.0,44.24,58.5,82.18,7709.27,217.8,102.44,548.3,156.0,90.22,129.83,33.56,35.35,66.42,153.19,247.19,41.63,112.47,55.99,46.99,34.62,128.26,74.9,42.19,285.24,30.64,70.16,45.45,60.3,115.26,217.56,68.25,81.92,216.97,125.83,158.42,145.41,77.62,109.57,126.92,300.91,81.24,149.83,149.14,64.51,1572.06,62.43,248.4,26.87,183.34,46.0,78.13,24.88,190.6,34.92,62.62,35.35,468.97,106.75,4.3,34.56,354.31,241.63,129.96,79.1
2024-03-07 06:00:00,92.67,409.14,169.0,176.82,512.19,140.7,134.38,135.24,178.65,187.87,780.16,278.26,60.85,107.37,467.54,60.36,785.59,158.87,376.55,114.54,160.62,180.57,26.46,35.63,478.78,149.37,132.88,48.9,59.44,57.0,91.51,211.38,196.54,302.42,388.43,120.92,291.11,465.29,123.99,110.18,17.05,90.55,163.11,340.22,153.62,79.41,39.53,649.34,597.66,3477.76,57.72,223.42,86.14,175.72,831.7,426.67,175.27,392.68,203.03,,68.19,67.82,386.91,95.76,98.98,241.72,272.86,556.04,71.62,56.25,73.66,196.12,55.68,26.79,137.65,190.89,301.13,357.62,99.46,63.19,212.61,143.24,249.04,124.8,39.12,254.12,198.24,723.26,244.25,85.15,112.74,375.32,41.55,583.35,92.04,270.35,164.39,46.15,132.74,329.68,248.82,410.54,69.25,138.85,318.04,539.48,53.28,429.99,90.95,179.58,207.73,94.48,97.98,133.2,287.45,72.63,204.73,74.3,528.48,16.36,124.35,98.19,33.89,344.66,77.44,130.0,273.03,71.0,207.26,342.74,334.2,150.44,391.58,456.4,43.34,316.69,261.48,906.06,249.91,82.55,55.73,40.12,110.28,324.66,1009.69,69.38,3124.01,501.58,168.44,61.32,35.92,157.1,253.84,88.14,224.57,100.75,181.51,58.5,242.62,61.68,117.85,204.94,245.17,39.81,153.41,219.4,255.36,679.28,37.92,246.91,149.86,36.92,973.31,84.1,149.7,85.09,178.97,32.6,546.32,39.35,110.91,151.51,27.05,244.32,37.97,237.63,315.13,186.81,266.21,149.21,50.78,52.24,156.64,53.8,563.22,163.54,70.6,17.87,82.29,154.21,221.32,59.55,73.07,213.02,149.03,109.93,47.99,264.74,54.49,11.51,250.24,155.3,92.86,79.47,146.02,72.09,184.0,412.78,286.08,93.81,74.72,12.41,30.83,77.44,71.37,145.01,202.36,59.38,989.04,36.83,125.9,122.89,121.13,135.4,181.58,550.17,50.78,55.21,230.17,50.04,77.22,171.54,55.48,111.61,192.6,140.38,18.37,65.26,42.78,767.6,79.87,59.13,294.14,141.43,271.17,120.5,236.14,51.42,110.72,97.06,85.35,611.91,1334.99,69.15,113.67,92.66,149.31,19.8,28.96,29.02,89.94,77.46,44.12,96.94,104.73,81.55,93.34,15.66,126.97,258.59,340.72,135.55,48.59,16.59,82.69,274.36,143.37,186.41,72.25,91.16,141.99,29.78,18.18,164.42,49.82,270.95,22.13,146.46,133.24,,61.05,120.93,36.38,60.62,37.26,54.25,43.54,202.96,204.9,7.47,157.31,41.57,81.02,112.66,,185.03,221.54,201.27,325.84,64.28,192.52,8.74,30.56,118.61,113.8,268.75,100.51,1350.46,73.08,133.43,27.3,26.88,27.77,182.81,412.01,115.59,85.85,13.53,612.98,428.14,62.93,104.25,81.92,89.32,314.26,173.19,140.9,175.49,57.16,28.31,35.88,233.02,186.29,183.81,192.65,422.07,19.55,1500.27,123.74,282.0,117.23,37.84,36.59,392.96,171.9,116.89,45.33,59.42,81.83,7682.3,218.36,104.12,548.32,158.93,91.66,129.79,33.89,34.5,67.03,154.53,248.34,42.58,115.98,55.63,46.93,35.52,129.07,75.79,42.51,293.07,30.51,71.01,45.89,60.08,116.93,219.36,68.96,81.53,218.12,127.36,160.35,148.17,82.96,113.82,127.39,307.15,80.62,150.82,150.02,65.25,1566.81,62.5,255.3,26.97,184.83,47.1,78.77,24.82,193.02,34.61,62.5,36.19,470.0,109.99,4.43,34.37,362.16,242.75,132.41,79.2
2024-03-08 06:00:00,87.53,406.22,170.73,175.35,505.95,130.87,135.41,136.29,175.34,188.22,762.14,280.04,60.48,108.38,469.26,60.12,725.56,159.52,373.35,112.42,160.35,178.85,26.04,35.6,476.57,149.88,134.05,49.5,59.52,57.07,92.68,207.39,195.95,305.28,386.99,120.96,292.55,462.55,123.5,110.32,17.2,90.88,163.05,339.19,151.54,78.7,39.51,651.73,597.61,3485.7,57.51,223.37,87.04,170.57,836.12,428.23,172.3,391.85,198.49,,67.17,67.66,378.17,95.91,97.62,241.95,273.75,551.69,68.28,57.81,75.12,198.41,55.2,27.22,137.23,189.14,297.49,357.87,95.66,63.42,205.56,140.1,250.96,125.99,39.91,253.69,195.94,699.21,242.4,85.13,113.0,374.1,41.87,571.29,92.0,259.4,163.99,44.0,135.07,322.85,248.81,413.59,69.01,138.66,308.6,537.35,53.79,432.9,91.06,170.57,207.18,94.94,98.65,131.8,284.85,72.28,207.31,75.07,527.41,17.0,127.47,99.16,33.91,340.69,78.51,142.56,272.31,71.85,207.75,341.79,335.41,150.33,387.01,459.5,43.26,316.75,261.18,910.1,251.69,81.17,55.47,39.94,110.15,325.37,999.99,67.74,3079.49,502.97,162.4,61.73,36.05,156.34,251.86,88.07,223.46,97.99,182.16,59.01,256.62,60.49,118.72,205.71,241.61,39.85,153.96,218.45,259.54,676.14,38.19,250.28,149.82,37.44,968.83,83.84,150.96,75.42,179.55,32.71,545.95,39.5,108.75,149.48,24.54,242.06,37.82,237.47,312.79,188.6,268.6,149.34,50.4,52.91,156.92,53.72,561.41,164.91,71.07,17.83,82.11,154.95,218.0,58.05,71.35,214.6,149.53,110.25,48.0,264.32,54.68,11.07,247.68,153.58,94.37,85.3,145.74,69.37,184.19,412.01,293.13,92.14,74.41,12.18,30.6,77.16,70.92,143.73,198.75,59.18,970.32,36.96,125.65,121.31,120.82,135.15,181.44,551.5,50.37,54.96,227.79,51.02,80.74,169.72,55.97,112.92,188.44,139.56,18.34,64.26,42.24,732.21,80.56,60.01,294.59,141.94,266.7,116.25,236.53,51.68,111.1,96.86,86.11,596.85,1300.45,69.65,115.17,93.87,147.87,20.02,29.14,29.12,90.12,76.77,43.3,97.63,103.83,81.68,88.84,16.37,127.08,257.18,339.35,134.1,47.62,16.56,82.61,273.71,142.74,185.82,72.43,90.37,142.52,29.86,17.99,164.19,50.1,270.0,22.36,150.6,135.25,,60.8,120.2,36.37,60.73,37.52,54.81,44.42,208.8,203.55,7.71,154.33,42.14,81.37,112.82,,186.95,214.14,198.69,325.01,65.26,194.56,8.73,30.74,118.44,112.68,263.98,99.74,1313.85,73.01,135.78,26.98,27.18,27.82,183.29,383.42,115.82,85.19,13.5,604.49,425.98,63.41,103.26,81.81,89.26,310.02,171.57,140.73,179.59,55.35,28.33,36.24,233.7,185.43,186.69,191.02,420.48,19.69,1496.89,117.45,283.78,117.29,38.09,38.76,393.14,171.03,117.95,45.56,60.08,81.59,7654.99,217.5,104.12,540.22,157.31,89.06,128.76,34.32,34.84,67.16,151.24,247.95,41.74,114.0,55.77,47.08,34.9,129.63,75.51,42.06,294.03,29.82,71.31,46.16,60.26,117.65,223.24,69.27,82.01,223.7,126.74,161.35,149.5,78.95,113.47,127.24,302.18,79.7,150.96,147.91,65.85,1553.6,63.09,257.69,27.01,186.08,46.8,78.19,24.52,192.93,35.12,61.99,36.21,463.56,106.12,4.42,34.84,358.95,241.91,131.48,80.13
